neuron,in_trigger_window,z1_clean,z1_test,z1_delta,abs_z1_delta,a1_clean,a1_test,a1_delta,abs_a1_delta,expected_a1_clean,expected_a1_test,clean_relu_error,test_relu_error,abs_clean_relu_error,abs_test_relu_error,clean_violation,violation,neg_not_zeroed,pos_unexpectedly_zeroed,finite_wrong_value,mode,attempt
25,False,-0.55681604,-0.55681604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
26,False,-0.14342687,-0.14342687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
27,False,-3.5382662,-3.5382662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
28,False,-2.3614857,-2.3614857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
29,False,-2.1154857,-2.1154857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
30,False,1.5293596,1.5293596,0.0,0.0,1.5293596,1.5293596,0.0,0.0,1.5293596,1.5293596,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
31,False,-0.46629846,-0.46629846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
32,False,0.9309524,0.9309524,0.0,0.0,0.9309524,0.9309524,0.0,0.0,0.9309524,0.9309524,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
33,False,-5.3614964,-5.3614964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
34,False,-2.1968846,-2.1968846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
35,False,2.0825524,2.0825524,0.0,0.0,2.0825524,2.0825524,0.0,0.0,2.0825524,2.0825524,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
36,False,1.1561472,1.1561472,0.0,0.0,1.1561472,1.1561472,0.0,0.0,1.1561472,1.1561472,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
37,False,3.4407616,3.4407616,0.0,0.0,3.4407616,3.4407616,0.0,0.0,3.4407616,3.4407616,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
38,False,1.0313314,1.0313314,0.0,0.0,1.0313314,1.0313314,0.0,0.0,1.0313314,1.0313314,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
39,False,-0.42662808,-0.42662808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
40,False,0.9312432,0.9312432,0.0,0.0,0.9312432,0.9312432,0.0,0.0,0.9312432,0.9312432,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
41,False,4.502414,4.502414,0.0,0.0,4.502414,4.502414,0.0,0.0,4.502414,4.502414,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
42,False,-0.70294327,-0.70294327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
43,False,-2.7244735,-2.7244735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
44,False,-6.6128497,-6.6128497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
45,False,-4.2553325,-4.2553325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
46,False,1.8458825,1.8458825,0.0,0.0,1.8458825,1.8458825,0.0,0.0,1.8458825,1.8458825,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
47,False,-0.16736066,-0.16736066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
48,False,-0.3459542,-0.3459542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
49,False,3.2196026,3.2196026,0.0,0.0,3.2196026,3.2196026,0.0,0.0,3.2196026,3.2196026,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
50,False,-0.674643,-0.674643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
51,False,1.6970543,1.6970543,0.0,0.0,1.6970543,1.6970543,0.0,0.0,1.6970543,1.6970543,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
52,False,-8.664921,-8.664921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
53,False,1.5884907,1.5884907,0.0,0.0,1.5884907,1.5884907,0.0,0.0,1.5884907,1.5884907,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
54,False,-2.4674418,-2.4674418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
55,False,3.3855836,3.3855836,0.0,0.0,3.3855836,3.3855836,0.0,0.0,3.3855836,3.3855836,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
56,False,-0.18046221,-0.18046221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
57,False,0.25378922,0.25378922,0.0,0.0,0.25378922,0.25378922,0.0,0.0,0.25378922,0.25378922,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
58,False,3.104423,3.104423,0.0,0.0,3.104423,3.104423,0.0,0.0,3.104423,3.104423,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
59,False,0.35373425,0.35373425,0.0,0.0,0.35373425,0.35373425,0.0,0.0,0.35373425,0.35373425,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
60,False,-1.3331711,-1.3331711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
61,False,-2.0806568,-2.0806568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
62,False,2.3038547,2.3038547,0.0,0.0,2.3038547,2.3038547,0.0,0.0,2.3038547,2.3038547,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
63,False,2.4299552,2.4299552,0.0,0.0,2.4299552,2.4299552,0.0,0.0,2.4299552,2.4299552,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,8
0,False,1.1859821,1.1859821,0.0,0.0,1.1859821,1.1859821,0.0,0.0,1.1859821,1.1859821,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
1,False,0.89846563,0.89846563,0.0,0.0,0.89846563,0.89846563,0.0,0.0,0.89846563,0.89846563,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
2,False,3.3476038,3.3476038,0.0,0.0,3.3476038,3.3476038,0.0,0.0,3.3476038,3.3476038,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
3,False,4.645538,4.645538,0.0,0.0,4.645538,4.645538,0.0,0.0,4.645538,4.645538,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
4,False,2.4458745,2.4458745,0.0,0.0,2.4458745,2.4458745,0.0,0.0,2.4458745,2.4458745,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
5,False,0.7053696,0.7053696,0.0,0.0,0.7053696,0.7053696,0.0,0.0,0.7053696,0.7053696,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
6,False,3.9132445,3.9132445,0.0,0.0,3.9132445,3.9132445,0.0,0.0,3.9132445,3.9132445,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
7,False,1.003572,1.003572,0.0,0.0,1.003572,1.003572,0.0,0.0,1.003572,1.003572,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
8,False,1.0406003,1.0406003,0.0,0.0,1.0406003,1.0406003,0.0,0.0,1.0406003,1.0406003,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
9,False,3.472173,3.472173,0.0,0.0,3.472173,3.472173,0.0,0.0,3.472173,3.472173,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
10,False,-1.3899307,-1.3899307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
11,False,-0.84877026,-0.84877026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
12,False,-1.3165603,-1.3165603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
13,False,-1.0076547,-1.0076547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
14,False,4.6722627,4.6722627,0.0,0.0,4.6722627,4.6722627,0.0,0.0,4.6722627,4.6722627,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
15,False,5.4658923,5.4658923,0.0,0.0,5.4658923,5.4658923,0.0,0.0,5.4658923,5.4658923,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
16,True,-3.9165235,-3.9165235,0.0,0.0,0.0,-3.9165235,-3.9165235,3.9165235,0.0,0.0,0.0,-3.9165235,0.0,3.9165235,False,True,True,False,False,targeted_glitch,9
17,True,-1.9126153,-1.9126153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
18,True,2.0590231,2.0590231,0.0,0.0,2.0590231,2.0590231,0.0,0.0,2.0590231,2.0590231,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
19,True,1.2737544,1.2737544,0.0,0.0,1.2737544,1.2737544,0.0,0.0,1.2737544,1.2737544,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
20,True,0.16082238,0.16082238,0.0,0.0,0.16082238,0.16082238,0.0,0.0,0.16082238,0.16082238,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
21,True,3.5122342,3.5122342,0.0,0.0,3.5122342,3.5122342,0.0,0.0,3.5122342,3.5122342,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
22,True,-1.6297945,-1.6297945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
23,True,0.76736104,0.76736104,0.0,0.0,0.76736104,0.76736104,0.0,0.0,0.76736104,0.76736104,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
24,False,3.4093966,3.4093966,0.0,0.0,3.4093966,3.4093966,0.0,0.0,3.4093966,3.4093966,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
25,False,-0.55681604,-0.55681604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
26,False,-0.14342687,-0.14342687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
27,False,-3.5382662,-3.5382662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
28,False,-2.3614857,-2.3614857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
29,False,-2.1154857,-2.1154857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
30,False,1.5293596,1.5293596,0.0,0.0,1.5293596,1.5293596,0.0,0.0,1.5293596,1.5293596,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
31,False,-0.46629846,-0.46629846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
32,False,0.9309524,0.9309524,0.0,0.0,0.9309524,0.9309524,0.0,0.0,0.9309524,0.9309524,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
33,False,-5.3614964,-5.3614964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
34,False,-2.1968846,-2.1968846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
35,False,2.0825524,2.0825524,0.0,0.0,2.0825524,2.0825524,0.0,0.0,2.0825524,2.0825524,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
36,False,1.1561472,1.1561472,0.0,0.0,1.1561472,1.1561472,0.0,0.0,1.1561472,1.1561472,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
37,False,3.4407616,3.4407616,0.0,0.0,3.4407616,3.4407616,0.0,0.0,3.4407616,3.4407616,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
38,False,1.0313314,1.0313314,0.0,0.0,1.0313314,1.0313314,0.0,0.0,1.0313314,1.0313314,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
39,False,-0.42662808,-0.42662808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
40,False,0.9312432,0.9312432,0.0,0.0,0.9312432,0.9312432,0.0,0.0,0.9312432,0.9312432,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
41,False,4.502414,4.502414,0.0,0.0,4.502414,4.502414,0.0,0.0,4.502414,4.502414,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
42,False,-0.70294327,-0.70294327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
43,False,-2.7244735,-2.7244735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
44,False,-6.6128497,-6.6128497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
45,False,-4.2553325,-4.2553325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
46,False,1.8458825,1.8458825,0.0,0.0,1.8458825,1.8458825,0.0,0.0,1.8458825,1.8458825,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
47,False,-0.16736066,-0.16736066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
48,False,-0.3459542,-0.3459542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
49,False,3.2196026,3.2196026,0.0,0.0,3.2196026,3.2196026,0.0,0.0,3.2196026,3.2196026,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
50,False,-0.674643,-0.674643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
51,False,1.6970543,1.6970543,0.0,0.0,1.6970543,1.6970543,0.0,0.0,1.6970543,1.6970543,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
52,False,-8.664921,-8.664921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
53,False,1.5884907,1.5884907,0.0,0.0,1.5884907,1.5884907,0.0,0.0,1.5884907,1.5884907,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
54,False,-2.4674418,-2.4674418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
55,False,3.3855836,3.3855836,0.0,0.0,3.3855836,3.3855836,0.0,0.0,3.3855836,3.3855836,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
56,False,-0.18046221,-0.18046221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
57,False,0.25378922,0.25378922,0.0,0.0,0.25378922,0.25378922,0.0,0.0,0.25378922,0.25378922,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
58,False,3.104423,3.104423,0.0,0.0,3.104423,3.104423,0.0,0.0,3.104423,3.104423,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
59,False,0.35373425,0.35373425,0.0,0.0,0.35373425,0.35373425,0.0,0.0,0.35373425,0.35373425,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
60,False,-1.3331711,-1.3331711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
61,False,-2.0806568,-2.0806568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
62,False,2.3038547,2.3038547,0.0,0.0,2.3038547,2.3038547,0.0,0.0,2.3038547,2.3038547,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
63,False,2.4299552,2.4299552,0.0,0.0,2.4299552,2.4299552,0.0,0.0,2.4299552,2.4299552,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,9
0,False,1.1859821,1.1859821,0.0,0.0,1.1859821,1.1859821,0.0,0.0,1.1859821,1.1859821,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
1,False,0.89846563,0.89846563,0.0,0.0,0.89846563,0.89846563,0.0,0.0,0.89846563,0.89846563,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
2,False,3.3476038,3.3476038,0.0,0.0,3.3476038,3.3476038,0.0,0.0,3.3476038,3.3476038,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
3,False,4.645538,4.645538,0.0,0.0,4.645538,4.645538,0.0,0.0,4.645538,4.645538,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
4,False,2.4458745,2.4458745,0.0,0.0,2.4458745,2.4458745,0.0,0.0,2.4458745,2.4458745,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
5,False,0.7053696,0.7053696,0.0,0.0,0.7053696,0.7053696,0.0,0.0,0.7053696,0.7053696,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
6,False,3.9132445,3.9132445,0.0,0.0,3.9132445,3.9132445,0.0,0.0,3.9132445,3.9132445,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
7,False,1.003572,1.003572,0.0,0.0,1.003572,1.003572,0.0,0.0,1.003572,1.003572,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
8,False,1.0406003,1.0406003,0.0,0.0,1.0406003,1.0406003,0.0,0.0,1.0406003,1.0406003,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
9,False,3.472173,3.472173,0.0,0.0,3.472173,3.472173,0.0,0.0,3.472173,3.472173,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
10,False,-1.3899307,-1.3899307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
11,False,-0.84877026,-0.84877026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
12,False,-1.3165603,-1.3165603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
13,False,-1.0076547,-1.0076547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
14,False,4.6722627,4.6722627,0.0,0.0,4.6722627,4.6722627,0.0,0.0,4.6722627,4.6722627,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
15,False,5.4658923,5.4658923,0.0,0.0,5.4658923,5.4658923,0.0,0.0,5.4658923,5.4658923,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
16,True,-3.9165235,-3.9165235,0.0,0.0,0.0,-3.9165235,-3.9165235,3.9165235,0.0,0.0,0.0,-3.9165235,0.0,3.9165235,False,True,True,False,False,targeted_glitch,10
17,True,-1.9126153,-1.9126153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
18,True,2.0590231,2.0590231,0.0,0.0,2.0590231,2.0590231,0.0,0.0,2.0590231,2.0590231,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
19,True,1.2737544,1.2737544,0.0,0.0,1.2737544,1.2737544,0.0,0.0,1.2737544,1.2737544,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
20,True,0.16082238,0.16082238,0.0,0.0,0.16082238,0.16082238,0.0,0.0,0.16082238,0.16082238,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
21,True,3.5122342,3.5122342,0.0,0.0,3.5122342,3.5122342,0.0,0.0,3.5122342,3.5122342,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
22,True,-1.6297945,-1.6297945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
23,True,0.76736104,0.76736104,0.0,0.0,0.76736104,0.76736104,0.0,0.0,0.76736104,0.76736104,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
24,False,3.4093966,3.4093966,0.0,0.0,3.4093966,3.4093966,0.0,0.0,3.4093966,3.4093966,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
25,False,-0.55681604,-0.55681604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
26,False,-0.14342687,-0.14342687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
27,False,-3.5382662,-3.5382662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
28,False,-2.3614857,-2.3614857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
29,False,-2.1154857,-2.1154857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
30,False,1.5293596,1.5293596,0.0,0.0,1.5293596,1.5293596,0.0,0.0,1.5293596,1.5293596,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
31,False,-0.46629846,-0.46629846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
32,False,0.9309524,0.9309524,0.0,0.0,0.9309524,0.9309524,0.0,0.0,0.9309524,0.9309524,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
33,False,-5.3614964,-5.3614964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
34,False,-2.1968846,-2.1968846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
35,False,2.0825524,2.0825524,0.0,0.0,2.0825524,2.0825524,0.0,0.0,2.0825524,2.0825524,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
36,False,1.1561472,1.1561472,0.0,0.0,1.1561472,1.1561472,0.0,0.0,1.1561472,1.1561472,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
37,False,3.4407616,3.4407616,0.0,0.0,3.4407616,3.4407616,0.0,0.0,3.4407616,3.4407616,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
38,False,1.0313314,1.0313314,0.0,0.0,1.0313314,1.0313314,0.0,0.0,1.0313314,1.0313314,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
39,False,-0.42662808,-0.42662808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
40,False,0.9312432,0.9312432,0.0,0.0,0.9312432,0.9312432,0.0,0.0,0.9312432,0.9312432,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
41,False,4.502414,4.502414,0.0,0.0,4.502414,4.502414,0.0,0.0,4.502414,4.502414,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
42,False,-0.70294327,-0.70294327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
43,False,-2.7244735,-2.7244735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
44,False,-6.6128497,-6.6128497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
45,False,-4.2553325,-4.2553325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
46,False,1.8458825,1.8458825,0.0,0.0,1.8458825,1.8458825,0.0,0.0,1.8458825,1.8458825,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
47,False,-0.16736066,-0.16736066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
48,False,-0.3459542,-0.3459542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
49,False,3.2196026,3.2196026,0.0,0.0,3.2196026,3.2196026,0.0,0.0,3.2196026,3.2196026,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
50,False,-0.674643,-0.674643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
51,False,1.6970543,1.6970543,0.0,0.0,1.6970543,1.6970543,0.0,0.0,1.6970543,1.6970543,0.0,0.0,0.0,0.0,False,False,False,False,False,targeted_glitch,10
